Player_Name,Team,Number,Position,Salary,Height,Weight,Birthdate,Age,Experience,College,City,State,Race
"Bryant, Red",SEA,79,DE,7000000,76,323,4/18/1984,29,6,Texas A&M,"Galveston, TX",texas,Black
"Buchanan, Michael",NE,99,DE,553403,78,250,1/24/1991,22,0,Illinois,,,Black
"Bulaga, Bryan",GB,75,OL,2649000,77,314,3/21/1989,24,4,Iowa,"Barrington, IL",illinois,White
"Bullock, Randy",HOU,4,K,550777,69,211,12/19/1989,24,2,Texas A&M,"Klein, TX",texas,White
"Bunkley, Brodrick",NO,77,DL,5000000,74,306,11/23/1983,30,8,Florida State,"Tampa, FL",florida,Black
"Burfict, Vontaze",CIN,55,LB,480333,73,255,9/24/1990,23,2,Arizona State,"Los Angeles, CA",california,Black
"Burkhead, Rex",CIN,33,RB,565588,70,218,7/2/1990,23,0,Nebraska,"Lexington, KY",kentucky,White
"Burleson, Nate",DET,13,WR,5000000,72,198,8/19/1981,32,11,nevada,"Calgary, Alberta",Alberta,Black
"Burnett, Kaelin",OAK,95,LB,480000,76,240,9/6/1989,24,2,nevada,"Los Angeles, CA",california,Black
"Burnett, Kevin",OAK,94,LB,2625000,75,230,12/24/1982,31,9,Tennessee,"Inglewood, CA",california,Black
"Burnett, Morgan",GB,42,S,5214600,73,209,1/13/1989,24,4,Georgia Tech,"Memphis, TN",Tennesee,Black
"Burris, Miles",OAK,56,LB,600146,74,240,6/27/1988,25,2,San Diego State,"Orangevale, CA",california,White
"Bush, Jarrett",GB,24,CB,1750000,72,200,5/21/1984,29,8,Utah State,"Vacaville, CA",california,Black
"Bush, Josh",NYJ,32,S,551000,71,205,3/5/1989,24,2,Wake Forest,"Burlington, NC",north carolina,Black
"Bush, Michael",CHI,29,RB,3500000,73,245,6/16/1984,29,7,Louisville,"Louisville, KY",kentucky,Black
"Bush, Rafael",NO,25,S,555000,71,200,5/12/1987,26,3,South Carolina State,"Williston, SC",south carolina,Black
"Bush, Reggie",DET,21,RB,4000000,72,203,3/2/1985,28,8,USC,"San Diego, CA",california,Black
"Bushrod, Jermon",CHI,74,OL,7193000,77,320,8/19/1984,29,7,Towson,"Fredericksburg, VA",virginia,Black
"Butler, Brice",OAK,19,WR,556875,75,213,1/29/1990,23,0,San Diego State,"Norcross, GA",georgia,Black
"Butler, Darius",IND,20,CB,2000000,70,186,3/18/1986,27,5,Connecticut,"Fort Lauderdale, FL",florida,Black
"Butler, Donald",SD,56,LB,649625,73,242,10/17/1988,25,4,Washington,"Sacramento, CA",california,Black
"Butler, Drew",PIT,9,P,480000,73,204,5/10/1989,24,2,Georgia,"Duluth, GA",georgia,White
"Butler, Rashad",CLE,79,OL,715000,76,310,2/10/1983,30,8,Miami (Fla.),"West Palm Beach, FL",florida,Black
"Butler, Victor",NO,90,LB,1500000,74,245,7/29/1987,26,5,Oregon State,"Los Angeles, CA",california,Black
"Byers, Jeff",CAR,62,C,465000,76,310,9/7/1985,28,2,USC,"Fremont, NE",nebraska,White
"Byham, Nate",TB,82,TE,474000,76,264,6/27/1988,25,4,Pittsburgh,"Franklin, PA",pennsylvania,White
"Bynes, Josh",BAL,56,LB,480000,73,240,8/24/1989,24,2,Auburn,"Pompano Beach, FL",florida,Black
"Byrd, Jairus",BUF,31,S,6916000,70,203,10/7/1986,27,5,Oregon,"San Diego, CA",california,Black
"Cadet, Travaris",NO,39,RB,481667,73,210,2/1/1989,24,2,Appalachian State,"Miami, FL",florida,Black
"Caldwell, Andre",DEN,12,WR,900000,72,200,4/15/1985,28,6,Florida,"Tampa, FL",florida,Black
"Cameron, Jordan",CLE,84,TE,629350,77,245,8/8/1988,25,3,USC,"Los Angeles, CA",california,White
"Campbell, Bruce",CAR,73,OL,615625,78,320,5/25/1988,25,4,Maryland,"Hamden, CT",connecticut,Black
"Campbell, Calais",ARI,93,DE,11000000,80,300,9/1/1986,27,6,Miami (Fla.),"Denver, CO",colorado,Black
"Campbell, Jason",CLE,17,QB,1875000,77,230,12/31/1981,31,9,Auburn,"Laurel, MS",mississippi,Black
"Campbell, Tommie",TEN,37,CB,521474,75,205,9/19/1987,26,3,California (PA),"Aliquippa, PA",pennsylvania,Black
"Campbell, William",NYJ,65,OL,567625,76,311,7/6/1991,22,1,Michigan,,,Black
"Cannon, Marcus",NE,61,OL,584547,77,340,5/6/1988,25,3,Texas Christian,"Quanah, TX",texas,Black
"Canty, Chris",BAL,99,DL,2666667,79,317,11/10/1982,31,9,Virginia,"Bronx, NY",new york,Black
"Carder, Tank",CLE,59,LB,573200,74,235,1/18/1989,24,2,Texas Christian,"Sweeny, TX",texas,White
"Carey, Don",DET,32,S,540000,71,192,2/14/1987,26,5,Norfolk State,"Grand Rapids, MI",michigan,Black
"Carimi, Gabe",TB,72,OL,1764012,79,316,6/13/1988,25,3,Wisconsin,"Lake Forest, IL",illinois,White
"Carlson, John",MIN,89,TE,5000000,77,248,5/12/1984,29,5,Notre Dame,"St. Cloud, MN",minnesota,White
"Carmona, Eddy",OAK,3,K,,70,203,9/4/1988,25,0,Harding,"Monterrey, Mexico",Mexico,Hispanic
"Carpenter, James",SEA,77,OL,1910376,77,321,3/22/1989,24,3,Alabama,"Augusta, GA",georgia,Black
"Carr, Brandon",DAL,39,CB,10020000,72,206,5/19/1986,27,6,Grand Valley State,"Flint, MI",michigan,Black
"Carr, Deveron",TB,33,CB,500000,71,190,8/10/1990,23,0,Arizona State,,,Black
"Carriker, Adam",WAS,94,DE,5000000,78,300,5/6/1984,29,7,Nebraska,"Hastings, NE",nebraska,White
"Carrington, Alex",BUF,92,DE,663500,77,301,6/19/1987,26,4,Arkansas State,"Tupelo, MS",Miississippi,Black
"Carroll, Nolan",MIA,28,CB,496875,73,205,1/18/1987,26,4,Maryland,"Rio Rancho, NM",new mexico,Black
"Carswell, Brandon",SF,13,WR,480000,73,201,5/22/1989,24,1,USC,,,Black
"Carter, Bruce",DAL,54,LB,1213650,74,246,2/19/1988,25,3,North Carolina,"Havelok, NC",north carolina,White
"Carter, Chris",PIT,54,LB,550700,73,248,4/6/1989,24,3,Fresno State,"Los Angeles, CA",california,Black
"Carter, Quinton",DEN,28,S,623750,73,200,7/20/1988,25,3,Oklahoma,"Las Vegas, NV",nevada,Black
"Carter, Sherman",SF,60,C,,75,304,9/13/1988,25,0,Tennessee State,,,Black
"Carter, Tony",DEN,32,CB,715000,69,175,5/24/1986,27,5,Florida State,"Jacksonville, FL",florida,Black
"Casey, James",PHI,85,TE,4000000,75,245,9/22/1984,29,5,Rice,"Fort Worth, TX",texas,White
"Casey, Jurrell",TEN,99,DL,683109,73,300,12/5/1989,24,3,USC,"Long Beach, CA",california,Black
"Casillas, Jonathan",TB,52,LB,1400000,73,227,6/3/1987,26,5,Wisconsin,"Jersey City, NJ",new jersey,Black
"Cason, Antoine",ARI,20,CB,1500000,73,195,7/9/1986,27,6,Arizona,"Long Beach, CA",california,Mixed
"Cassel, Matt",MIN,16,QB,3700000,76,228,5/17/1982,31,9,USC,"Northridge, CA",california,Black
"Castonzo, Anthony",IND,74,OL,2000274,79,307,8/9/1988,25,3,Boston College,"Des Plaines, IL",illinois,Mixed
"Catapano, Mike",KC,53,LB,559670,76,270,8/17/1990,23,0,Princeton,,,White
"Caussin, Mike",BUF,80,TE,630000,77,243,2/26/1987,26,2,James Madison,"Springfield, VA",virginia,White
"Celek, Brent",PHI,87,TE,4251250,76,255,1/25/1985,28,7,Cincinnati,"Cincinnati, OH",ohio,White
"Celek, Garrett",SF,88,TE,480000,77,252,5/29/1988,25,2,Michigan State,"Cincinnati, OH",ohio,White
"Chamberlain, Chris",NO,56,LB,1005000,73,238,9/30/1985,28,6,Tulsa,"Bethany, OK",oklahoma,White
"Chancellor, Kam",SEA,31,S,5865002,75,232,4/3/1988,25,4,Virginia Tech,"Norfolk, VA",virginia,Black
"Chandler, Nate",CAR,78,DL,482000,76,310,6/1/1989,24,2,UCLA,"San Diego, CA",california,Black
"Chandler, Scott",BUF,84,TE,2725000,79,260,7/23/1985,28,7,Iowa,"Bedford, TX",texas,White
"Chapman, Josh",IND,61,DL,578878,72,341,3/10/1989,24,2,Alabama,"Hoover, AL",alabama,Black
"Charles, Jamaal",KC,25,RB,4661667,71,199,12/27/1986,26,6,Texas,"Port Arthur, TX",texas,Black
"Charles, Orson",CIN,80,TE,632325,75,245,1/27/1991,22,2,Georgia,"Tampa, FL",florida,Black
"Chekwa, Chimdi",OAK,35,CB,510000,72,190,9/7/1988,25,2,Ohio State,"Marrero, LA",louisiana,Black
"Cherilus, Gosder",IND,78,OL,6900000,79,314,6/28/1984,29,6,Boston College,,Haiti,Black
"Chester, Chris",WAS,66,OL,4000000,75,309,1/12/1983,30,8,Oklahoma,"Tustin, CA",california,Black
"Childs, Greg",MIN,85,WR,600146,75,217,3/10/1990,23,1,Arkansas,"Warren, AR",arkansas,Black
"Choice, Tashard",BUF,20,RB,780000,70,210,11/20/1984,29,5,Georgia Tech,"Jonesboro, GA",georgia,Black
"Chung, Patrick",PHI,23,S,3333333,71,210,8/19/1987,26,5,Oregon,"Kingston, Jamaica",Jamaica,Black
"Church, Barry",DAL,42,S,2588000,74,218,2/11/1988,25,4,Toledo,"Pittsburgh, PA",pennsylvania,Black
"Clabo, Tyson",MIA,77,OL,3500000,78,315,10/17/1981,32,9,Wake Forest,"Knoxville, TN",tennessee,White
"Clady, Ryan",DEN,78,OL,10500000,78,315,9/6/1986,27,6,Boise State,"Long Beach, CA",california,Black
"Claiborne, Morris",DAL,24,CB,4066126,71,190,2/7/1990,23,2,LSU,"Shreveport, LA",louisiana,Black
"Clark, Chris",DEN,75,OL,1323000,77,305,10/1/1985,28,5,Southern Mississippi,"New Orleans, LA",louisiana,Black
"Clark, Ryan",PIT,25,S,3500000,71,205,10/12/1979,34,12,LSU,"Marrero, LA",louisiana,Black
"Clary, Jeromey",SD,66,OL,5000000,78,320,11/5/1983,30,7,Kansas State,"Norfolk, NE",nebraska,White
"Clay, Charles",MIA,42,FB,538000,75,255,2/13/1989,24,3,Tulsa,"Little Rock, AR",arkansas,Black
"Clayborn, Adrian",TB,94,DE,2052542,75,280,7/6/1988,25,3,Iowa,"St. Louis, MO",missouri,Black
"Clemens, Kellen",STL,10,QB,870000,74,200,6/7/1983,30,8,Oregon,"Burns, OR",oregon,White
"Clemons, Chris",MIA,30,S,2750000,73,214,9/15/1985,28,5,Clemson,"Bradenton, FL",florida,Black
"Clemons, Chris",SEA,91,DE,7333333,75,254,10/30/1981,32,10,Georgia,"Griffin, GA",georgia,Black
"Cobb, Randall",GB,18,WR,802355,70,192,8/22/1990,23,3,Kentucky,"Maryville, TN",tennessee,Black
"Cody, Terrence",BAL,62,NT,765000,76,340,6/28/1988,25,4,Alabama,"Fort Myers, FL",florida,Black
"Coffman, Chase",ATL,86,TE,585000,78,250,11/10/1986,27,4,Missouri,"Lees Summit, MO",missouri,White
"Cofield, Barry",WAS,96,NT,6000000,76,318,3/19/1984,29,8,Northwestern,"Cleveland, OH",ohio,Black
"Cohen, Landon",DAL,77,DE,,75,300,8/3/1986,27,4,Ohio U.,"Spartanburg, SC",south carolina,Black
"Cole, Audie",MIN,57,LB,541875,77,239,6/1/1989,24,2,North Carolina State,"Ypsilanti, MI",michigan,White
"Cole, Colin",CAR,91,DL,840000,74,335,6/24/1980,33,7,Iowa,"Toronto, Ontario",Ontario,Black
"Cole, Marquice",NE,23,CB,780000,70,195,11/13/1983,30,5,Northwestern,"Chicago, IL",illinois,Black
"Cole, Trent",PHI,58,DE,9883333,75,270,10/5/1982,31,9,Cincinnati,"Xenia, OH",ohio,Black
"Coleman, B.J.",GB,9,QB,495000,75,231,9/16/1988,25,1,Tennessee-Chattanooga,"Chattanooga, TN",tennessee,White
"Coleman, Derrick",SEA,40,RB,495000,72,233,10/18/1990,23,2,UCLA,"Los Angeles, CA",california,Black
"Coleman, Kenyon",NO,99,DE,430000,77,293,4/10/1979,34,12,UCLA,"Fontana, CA",california,Black
"Coleman, Kurt",PHI,42,S,472092,71,195,7/1/1988,25,4,Ohio State,"Dayton, OH",ohio,Mixed
"Colledge, Daryn",ARI,71,OL,5500000,76,308,2/11/1982,31,8,Boise State,"Fairbanks, AK",alaska,White
"Collins, Anthony",CIN,73,OL,1412500,77,315,11/2/1985,28,6,Kansas,"Beaumont, TX",texas,Black
"Collins, Jamie",NE,91,LB,940250,75,250,11/20/1989,24,0,Southern Mississippi,,,Black
"Collins, Jed",NO,45,FB,7260000,73,255,3/3/1986,27,3,Washington State,"San Juan Capistrano, CA",california,White
"Collins, Nate",CHI,93,DL,630000,74,296,12/14/1987,26,4,Virginia,"White Plains, NY",new york,Black
"Colon, Willie",NYJ,66,OL,1162500,75,315,4/9/1983,30,8,Hofstra,"Bronx, NY",new york,Black
"Colquitt, Britton",DEN,4,P,1323000,75,205,3/20/1985,28,5,Tennessee,"Knoxville, TN",tennessee,White
"Colquitt, Dustin",KC,2,P,3750000,75,210,5/6/1982,31,9,Tennessee,"Knoxville, TN",tennessee,White
"Colston, Marques",NO,12,WR,430000,76,225,6/5/1983,30,8,Hofstra,"Harrisburg, PA",pennsylvania,Black
"Commings, Sanders",KC,26,CB,593878,72,223,3/8/1990,23,0,Georgia,,,Black
"Compton, Tom",WAS,68,OL,480000,77,305,5/10/1989,24,1,South Dakota,"Rosemount, MN",minnesota,White
"Condo, Jon",OAK,59,LS,1100000,75,245,8/26/1981,32,8,Maryland,"Philipsbug, PA",pennsylvania,White
"Cone, Kevin",ATL,15,WR,415000,74,216,3/20/1988,25,3,Georgia Tech,"Stone Mountain, GA",georgia,Black
"Conner, Kavell",IND,53,LB,496310,72,245,2/23/1987,26,4,Clemson,"Richmond, VA",virginia,Black
"Connolly, Dan",NE,63,OL,3250000,76,310,9/2/1982,31,8,Southeast Missouri State,"St. Louis, MO",missouri,White
"Connor, Dan",NYG,53,LB,780000,74,241,11/2/1985,28,6,Penn State,"Wallingord, PA",pennsylvania,White
"Conrath, Matt",STL,71,DL,482000,79,290,8/11/1989,24,2,Virginia,"Chicago, IL",illinois,White
"Conte, Chris",CHI,47,S,650900,74,203,2/23/1989,24,3,California,"Los Angeles, CA",california,White
"Cook, Chris",MIN,20,CB,1342500,74,212,2/15/1987,26,4,Virginia,"Lynchburg, VA",virginia,Black
"Cook, Jared",STL,89,TE,7020000,77,248,4/7/1987,26,5,South Carolina,"Birmingham, AL",alabama,Black
"Cook, Kyle",CIN,64,C,3167000,75,310,7/25/1983,30,6,Michigan State,"Mount Clemens, MI",michigan,White
"Cook, Ryan",DAL,63,C,1050000,78,331,5/8/1983,30,8,New Mexico,"Albuquerque, NM",new mexico,White
"Cooper, Jonathan",ARI,61,OL,3637251,74,311,1/19/1990,23,0,North Carolina,,,Black
"Cooper, Josh",CLE,88,WR,435000,70,190,1/8/1989,24,2,Oklahoma State,"Yukon, OK",oklahoma,White
"Cooper, Riley",PHI,14,WR,490370,75,222,9/9/1987,26,4,Florida,"Oklahoma City, OK",oklahoma,White
"Coples, Quinton",NYJ,98,DE,2200699,78,290,6/22/1990,23,2,North Carolina,"Kinston, NC",north carolina,Black
"Cordle, Jim",NYG,63,C,555000,75,320,8/22/1987,26,3,Ohio State,"Lancaster, OH",ohio,White
"Costa, Phil",DAL,67,C,1350000,75,302,7/11/1987,26,4,Maryland,"Pennsauken, NJ",new jersey,White
"Costanzo, Blake",CHI,52,LB,932500,73,235,4/14/1984,29,7,Lafayette,"Franklin Lakes, NJ",new jersey,Mixed
"Cotchery, Jerricho",PIT,89,WR,1500000,73,200,6/16/1982,31,10,North Carolina State,"Birmingham, AL",alabama,Black
"Cousins, Kirk",WAS,12,QB,643172,75,209,8/19/1988,25,2,Michigan State,"Barrington, IL",illinois,White
"Cousins, Oniel",CLE,75,OL,750000,76,315,6/29/1984,29,6,Texas-El Paso,,Jamaica,Black
"Cox, Derek",SD,22,CB,,73,195,9/22/1986,27,5,William & Mary,"Winterville, NC",north carolina,Black
"Cox, Fletcher",PHI,91,DL,2560163,76,300,12/13/1990,23,2,Mississippi State,"Yazoo City, MS",mississippi,Black
"Cox, Michael",NYG,29,RB,551474,72,220,11/14/1988,25,0,Massachusetts,"Boston, MA",massachusetts,Black
"Cox, Morgan",BAL,46,LS,805000,76,241,4/26/1986,27,4,Tennessee,"Collierville, TN",tennessee,White
"Cox, Perrish",SF,20,CB,510000,72,190,1/7/1987,26,3,Oklahoma State,"Waco, TX",texas,Black
"Crabtree, Michael",SF,15,WR,5333333,73,214,9/14/1987,26,5,Texas Tech,"Dallas, TX",texas,Black
"Crabtree, Tom",TB,84,TE,800000,76,245,11/4/1985,28,4,Miami (Ohio),"Columbus, OH",ohio,White
"Crawford, Jack",OAK,91,DE,570621,77,281,9/7/1988,25,2,Penn State,"London, England,",England,Black
"Crawford, Richard",WAS,20,CB,540933,71,188,8/1/1990,23,2,Southern Methodist,"Oceanside, CA",california,Black
"Crawford, Tyrone",DAL,98,DE,685063,76,284,11/22/1989,24,2,Boise State,"Windsor, Ontario",Ontario,Mixed
"Crick, Jared",HOU,93,DE,622875,76,295,8/21/1989,24,2,Nebraska,"Albuquerque, NM",new mexico,White
"Criner, Juron",OAK,84,WR,561140,75,221,12/12/1989,24,2,Arizona,"Las Vegas, NV",nevada,Black
"Cromartie, Antonio",NYJ,31,CB,8000000,74,210,4/15/1984,29,8,Florida State,"Tallahassee, FL",florida,Black
"Cromartie-Smith, Da'Mon",PIT,42,S,465000,74,203,2/19/1987,26,1,Texas-El Paso,"Riverside, CA",california,Mixed
"Crosby, Mason",GB,2,K,2950000,73,207,9/3/1984,29,7,Colorado,"Lubbock, TX",texas,White
"Cruz, Victor",NYG,80,WR,7646500,72,204,11/11/1986,27,4,Massachusetts,"Patterson, NJ",new jersey,Black
"Cudjo, Jermelle",STL,93,DL,902500,74,311,9/28/1986,27,4,Central Oklahoma,"Lawton, OK",oklahoma,Black
"Culliver, Chris",SF,29,CB,657500,72,199,8/17/1988,25,3,South Carolina,"Philadelphia, PA",pennsylvania,Black
"Cumberland, Jeff",NYJ,87,TE,1323000,76,260,5/2/1987,26,4,Illinois,,ohio,Black
"Cunningham, Benny",STL,45,RB,498333,70,209,7/7/1990,23,0,Middle Tennessee State,,,Black
"Cunningham, Justice",IND,86,TE,551474,75,258,1/14/1991,22,0,South Carolina,"Pageland, SC",south carolina,Black
"Cunningham, Sederrik",GB,13,WR,495000,71,192,7/14/1989,24,0,Furman,"Zephyrhills, FL",florida,Black
"Curry, Vinny",PHI,75,DE,845458,75,279,6/30/1988,25,2,Marshall,"Neptune, NJ",new jersey,Black
"Cushing, Brian",HOU,56,LB,3180000,75,253,1/24/1987,26,5,USC,"Park Ridge, NJ",new jersey,White
"Cutler, Jay",CHI,6,QB,5867500,75,220,4/29/1983,30,8,Vanderbilt,"Columbus, GA",georgia,White
"Cutrera, Jacob",TB,51,LB,650000,75,238,5/18/1988,25,4,LSU,"Lafayette, LA",louisiana,White
"Cyprien, John",JAC,37,S,1367276,72,217,7/29/1990,23,0,Florida International,"North Miami Beach, FL",florida,Black
"Dahl, Craig",SF,43,S,1733333,73,212,6/17/1985,28,6,North Dakota State,"Mankato, MN",minnesota,White
"Dahl, Harvey",STL,62,OL,4000000,77,308,6/24/1981,32,7,nevada,"Fallon, NV",nevada,White
"Dalton, Andy",CIN,14,QB,1303550,74,220,10/29/1987,26,3,Texas Christian,"Katy, TX",texas,White
"Daniel, Chase",KC,10,QB,3333333,72,225,10/7/1986,27,4,Missouri,"Irving, TX",texas,White
"Daniels, B.J.",SF,5,QB,551628,71,217,10/24/1989,24,0,South Florida,"Tallahassee, FL",florida,Black
"Daniels, Matt",STL,37,S,493333,72,211,9/27/1989,24,2,Duke,"Tucson, AZ",arizona,Black
"Daniels, Mike",GB,76,DE,600146,72,291,5/5/1989,24,2,Iowa,"Stratford, NJ",new jersey,Black
"Daniels, Owen",HOU,81,TE,5421875,75,250,11/9/1982,31,8,Wisconsin,"Naperville, IL",illinois,White
"Dansby, Karlos",ARI,55,LB,2250000,76,250,11/3/1981,32,10,Auburn,"Birmingham, AL",alabama,Black
"Dareus, Marcell",BUF,99,DL,5101825,75,331,3/13/1990,23,3,Alabama,"Birmingham, AL",alabama,Black
"David, Lavonte",TB,54,LB,867933,73,233,1/23/1990,23,2,Nebraska,"Miami, FL",florida,Black
"Davis, A.J.",NO,20,CB,2023000,72,183,7/6/1989,24,1,Jacksonville State,"Durham, NC",north carolina,Black
"Davis, Anthony",SF,76,OL,5667143,77,323,10/11/1989,24,4,Rutgers,"Piscataway, NJ",new jersey,Black
"Davis, DeMario",NYJ,56,LB,704490,74,239,1/11/1989,24,2,Arkansas State,"Collins, MS",mississippi,Black
"Davis, Dominique",ATL,4,QB,480667,75,210,7/17/1989,24,2,East Carolina,,,Black
"Davis, Drew",ATL,19,WR,435000,73,205,1/4/1989,24,2,Oregon,"Denver, CO",colorado,Black
"Davis, Fred",WAS,83,TE,2500000,76,247,1/15/1986,27,6,USC,"Toldeo, OH",ohio,Black
"Davis, Kellen",CLE,81,TE,715000,79,265,10/11/1985,28,6,Michigan State,"Adrian, MI",michigan,Mixed
"Davis, Knile",KC,34,RB,694004,70,227,10/5/1991,22,0,Arkansas,,,Black
"Davis, Thomas",CAR,58,LB,7300000,73,235,3/22/1983,30,9,Georgia,"Shellman, GA",georgia,Black
"Davis, Vernon",SF,85,TE,7117500,75,250,1/31/1984,29,8,Maryland,"Washington, DC",DC,Black
"Davis, Vontae",IND,23,CB,2050000,71,204,5/27/1988,25,5,Illinois,"Washington, DC",DC,Black
"Davis, Will",MIA,29,CB,670300,71,190,5/8/1990,23,0,Utah State,"Spokane, WA",washington,Black
"Dawson, Keyunta",TEN,75,DE,715000,75,265,9/13/1985,28,6,Texas Tech,"Shreveport, LA",louisiana,Black
"Dawson, Phil",SF,9,K,2350000,71,200,1/23/1975,38,15,Texas,"West Palm Beach, FL",florida,White
"De La Puente, Brian",NO,60,C,846250,75,306,5/13/1985,28,4,California,"Los Angeles, CA",california,White
"Deaderick, Brandon",JAC,68,DE,457575,76,305,8/19/1987,26,4,Alabama,"Fort Lee, VA",virginia,Black
"Dean, Larry",MIN,51,LB,465000,72,226,8/7/1988,25,3,Valdosta State,,,Black
"Debniak, Alex",SF,,RB,496667,74,240,1/5/1990,23,0,Stanford,,,White
"DeCastro, David",PIT,66,OL,1953475,77,316,1/11/1990,23,2,Stanford,"Kirkland, WA",washington,Hispanic
"Decker, Eric",DEN,87,WR,828788,75,214,3/15/1987,26,4,Minnesota,"Cold Spring, MN",minnesota,White
"DeCoud, Thomas",ATL,28,S,3500000,74,192,3/19/1985,28,6,California,"Oakland, CA",california,Black
"DeGeare, Chris",NYG,61,OL,480000,76,335,2/17/1987,26,2,Wake Forest,"Chandler, AZ",arizona,Black
"Delmas, Louis",DET,26,S,3857500,71,202,4/12/1987,26,5,Western Michigan,"Fort Pierce, FL",florida,Black
"Demens, Kenny",ARI,45,LB,495000,73,242,2/4/1990,23,0,Michigan,,,Black
"Demps, Quintin",KC,35,S,715000,71,208,6/29/1985,28,6,Texas-El Paso,"San Antonio, TX",texas,Black
"Dennard, Alfonzo",NE,37,CB,539462,70,200,9/9/1989,24,2,Nebraska,"Rochelle, GA",georgia,Black
"Denney, John",MIA,92,LS,757500,77,255,12/13/1978,35,9,Brigham Young,"Denver, CO",colorado,White
"Dent, Akeem",ATL,52,LB,691975,73,239,9/27/1987,26,3,Georgia,"Atlanta, GA",georgia,Black
"Develin, James",NE,46,RB,525000,75,251,7/23/1988,25,1,Brown,"West Chester, PA",pennsylvania,White
"DeVito, Mike",KC,70,DE,4200000,75,305,6/10/1984,29,7,Maine,"New York, NY",new york,White
"Devlin, Pat",MIA,7,QB,480000,75,225,4/12/1988,25,3,Delaware,"Downington, PA",pennsylvania,White
"Dickson, Ed",BAL,84,TE,1323000,76,255,7/25/1987,26,4,Oregon,"Inglewood, CA",california,Black
"Diehl, David",NYG,66,OL,5166667,77,304,9/15/1980,33,11,Illinois,"Chicago, IL",illinois,White
"Dietrich-Smith, Evan",GB,62,OL,1323000,74,308,7/19/1986,27,4,Idaho State,"Salinas, CA",california,White
"Diles, Zac",KC,54,LB,725000,74,245,6/11/1985,28,7,Kansas State,"Abilene, TX",texas,Black
"DiManche, Jayson",CIN,54,LB,500000,73,240,9/22/1990,23,0,Southern Illinois,"Trenton, NJ",new jersey,Black
"Divens, Lamar",SF,92,NT,600000,75,340,11/12/1985,28,4,Tennessee State,"Fayetteville, TN",tennessee,Black
"Dixon, Anthony",SF,24,RB,477650,73,233,9/24/1987,26,4,Mississippi State,"Jackson, MS",mississippi,Black
"Dobbins, Tim",HOU,52,LB,905000,73,236,12/10/1982,31,8,Iowa State,"Nashville, TN",tennessee,Black
"Dobbs, Demarcus",SF,83,TE,465000,74,282,11/30/1987,26,3,Georgia,"Savannah, GA",georgia,Black
"Dobson, Aaron",NE,17,WR,857093,75,204,7/23/1991,22,0,Marshall,,,Black
"Dockery, James",CAR,31,CB,471667,73,185,11/9/1988,25,3,Oregon State,"West Covine, CA",california,Black
"Dockett, Darnell",ARI,90,DL,9333333,76,290,5/27/1981,32,10,Florida State,"Burtonville, MD",maryland,Black
"Donnell, Larry",NYG,84,TE,450000,78,269,11/1/1988,25,1,Grambling State,,,Black
"Dorenbos, Jon",PHI,46,LS,1062500,72,250,7/21/1980,33,11,Texas-El Paso,"Humble, TX",texas,White
"Dorsey, Glenn",SF,90,DE,3000000,73,297,8/1/1985,28,6,LSU,"Baton Rouge, LA",louisiana,Black
"Dotson, Demar",TB,69,OL,1625000,81,315,10/11/1985,28,5,Southern Mississippi,"Alexandria, LA",louisiana,Black
"Doughty, Reed",WAS,37,S,1375000,73,206,11/4/1982,31,8,Northern Colorado,"Greeley, CO",colorado,White
"Douglas, David",TB,89,WR,480000,73,205,6/27/1989,24,2,Arizona,"Dallas, TX",texas,White
"Douglas, Harry",ATL,83,WR,3125000,72,183,9/16/1984,29,5,Louisville,"Tampa, FL",florida,Black
"Douzable, Leger",NYJ,78,DL,,76,284,5/31/1986,27,5,Central Florida,"Tampa, FL",florida,Black
"Dowtin, Marcus",BUF,54,LB,570000,74,226,1/22/1989,24,2,North Alabama,"Hyattsville, MD",maryland,Black
"Dray, Jim",ARI,81,TE,497250,77,255,12/31/1986,26,4,Stanford,"New Milford, NJ",new jersey,White
"Dreessen, Joel",DEN,81,TE,2833333,76,245,7/26/1982,31,8,Colorado State,"Ida Grove, IA",iowa,White
"Drescher, Justin",NO,47,LS,8100000,73,235,1/1/1988,25,4,Colorado,"Colorado Spring, CO",colorado,White
"Ducasse, Vladimir",NYJ,62,OL,806250,77,325,10/15/1987,26,4,Massachusetts,"Port-Au-Prince, Haiti",Haiti,Black
"Dumervil, Elvis",BAL,58,LB,5200000,71,260,1/19/1984,29,8,Louisville,"Miami, FL",florida,Black
"Dunbar, Jo-Lonn",STL,58,LB,1525000,72,226,3/13/1985,28,6,Boston College,"Syracuse, NY",new york,Black
"Dunbar, Lance",DAL,25,RB,480500,68,188,1/25/1990,23,2,North Texas,"New Orleans, LA",louisiana,Black
"Dunlap, Carlos",CIN,96,DE,6666667,78,280,2/28/1989,24,4,Florida,"North Charleston, SC",south carolina,Black
"Dunlap, King",SD,77,OL,630000,81,330,9/14/1985,28,6,Auburn,"Nashville, TN",tennessee,Black
"Durant, Justin",DAL,52,LB,1200000,73,228,9/20/1985,28,7,Hampton,"Florence, SC",south carolina,Black
"Durham, Kris",DET,18,WR,555000,78,216,3/17/1988,25,3,Georgia,"Rome, GA",georgia,White
"Dysert, Zac",DEN,2,QB,552050,75,221,2/8/1990,23,0,Miami (Ohio),"Ada, OH",ohio,White
